1000002,Kabul,,Afghanistan,AF
1003305,Algarrobo,Coquimbo Region,Chile,CL
1003306,La Serena,Coquimbo Region,Chile,CL
1003307,Rancagua,O'Higgins Region,Chile,CL
1003308,Osorno,Los Lagos Region,Chile,CL
1003309,Puerto Varas,Los Lagos Region,Chile,CL
1003310,Valdivia,Los Rios Region,Chile,CL
1003311,Punta Arenas,Magallanes y la Antartica Chilena Region,Chile,CL
1003312,Curico,Maule Region,Chile,CL
1003313,Talca,Maule Region,Chile,CL
1003314,Conchali,Santiago Metropolitan Region,Chile,CL
1003315,La Cisterna,Santiago Metropolitan Region,Chile,CL
1003316,La Florida,Santiago Metropolitan Region,Chile,CL
1003317,Las Condes,Santiago Metropolitan Region,Chile,CL
1003318,Macul,Santiago Metropolitan Region,Chile,CL
1003319,Maipu,Santiago Metropolitan Region,Chile,CL
1003320,Nunoa,Santiago Metropolitan Region,Chile,CL
1003321,Providencia,Santiago Metropolitan Region,Chile,CL
1003322,Quilicura,Santiago Metropolitan Region,Chile,CL
1003323,Quinta Normal,Santiago Metropolitan Region,Chile,CL
1003324,San Miguel,Santiago Metropolitan Region,Chile,CL
1003325,Santiago,Santiago Metropolitan Region,Chile,CL
1003326,Vitacura,Santiago Metropolitan Region,Chile,CL
1003327,Iquique,Tarapaca Region,Chile,CL
1003328,Los Andes,Valparaiso Region,Chile,CL
1003329,Quillota,Valparaiso Region,Chile,CL
1003330,San Antonio,Valparaiso Region,Chile,CL
1003331,San Fernando,O'Higgins Region,Chile,CL
1003332,Valparaiso,Valparaiso Region,Chile,CL
1003333,Vina del Mar,Valparaiso Region,Chile,CL
1003334,Beijing,Beijing,China,CN
1003338,Tianjin,Tianjin,China,CN
1003339,Chengde,Hebei,China,CN
1003341,Handan,Hebei,China,CN
1003342,Hengshui,Hebei,China,CN
1003343,Langfang,Hebei,China,CN
1003345,Qinhuangdao,Hebei,China,CN
1003347,Shijiazhuang,Hebei,China,CN
1003350,Zhangjiakou,Hebei,China,CN
1003351,Ankang,Shaanxi,China,CN
1003354,Hanzhong,Shaanxi,China,CN
1003355,Jincheng,Shanxi,China,CN
1003356,Linfen,Shanxi,China,CN
1003358,Sanmenxia,Henan,China,CN
1003362,Taiyuan,Shanxi,China,CN
1003363,Tongchuan,Shaanxi,China,CN
1003365,Baotou,Inner Mongolia,China,CN
1003366,Chifeng,Inner Mongolia,China,CN
1003367,Hohhot,Inner Mongolia,China,CN
1003368,Anshan,Liaoning,China,CN
1003369,Benxi,Liaoning,China,CN
1003370,Chaoyang,Liaoning,China,CN
1003371,Dalian,Liaoning,China,CN
1003372,Dandong,Liaoning,China,CN
1003373,Fushun,Liaoning,China,CN
1003374,Fuxin,Liaoning,China,CN
1003376,Jinzhou,Liaoning,China,CN
1003377,Liaoyang,Liaoning,China,CN
1003378,Shenyang,Liaoning,China,CN
1003379,Tieling,Liaoning,China,CN
1003380,Yingkou,Liaoning,China,CN
1003381,Baicheng,Jilin,China,CN
1003382,Changchun,Jilin,China,CN
1003384,Jilin,Jilin,China,CN
1003385,Liaoyuan,Jilin,China,CN
1003386,Siping,Jilin,China,CN
1003387,Tonghua,Jilin,China,CN
1003390,Harbin,Heilongjiang,China,CN
1003391,Heihe,Heilongjiang,China,CN
1003392,Jiamusi,Heilongjiang,China,CN
1003393,Jixi,Heilongjiang,China,CN
1003396,Mudanjiang,Heilongjiang,China,CN
1003397,Qiqihar,Heilongjiang,China,CN
1003398,Suihua,Heilongjiang,China,CN
1003401,Shanghai,Shanghai,China,CN
1003404,Changzhou,Jiangsu,China,CN
1003405,Huai'an,Jiangsu,China,CN
1003406,Lianyungang,Jiangsu,China,CN
1003407,Nanjing,Jiangsu,China,CN
1003408,Nantong,Jiangsu,China,CN
1003410,Suqian,Jiangsu,China,CN
1003411,Suzhou,Jiangsu,China,CN
1003413,Wuxi,Jiangsu,China,CN
1003414,Xuzhou,Jiangsu,China,CN
1003415,Yancheng,Jiangsu,China,CN
1003416,Yangzhou,Jiangsu,China,CN
1003420,Hangzhou,Zhejiang,China,CN
1003421,Huzhou,Zhejiang,China,CN
1003423,Jiaxing,Zhejiang,China,CN
1003424,Jinhua,Zhejiang,China,CN
1003426,Lishui,Zhejiang,China,CN
1003427,Ningbo,Zhejiang,China,CN
1003429,Shaoxing,Zhejiang,China,CN
1003430,Taizhou,Zhejiang,China,CN
1003431,Wenzhou,Zhejiang,China,CN
1003433,Zhoushan,Zhejiang,China,CN
1003434,Anqing,Anhui,China,CN
1003435,Bengbu,Anhui,China,CN
1003436,Chaohu,Anhui,China,CN
1003437,Chuzhou,Anhui,China,CN
1003439,Fuyang,Anhui,China,CN
1003441,Hefei,Anhui,China,CN
1003442,Huaibei,Anhui,China,CN
1003443,Huainan,Anhui,China,CN
1003444,Lu'an,Anhui,China,CN
1003445,Tongling,Anhui,China,CN
1003446,Wuhu,Anhui,China,CN
1003447,Xuancheng,Anhui,China,CN
1003449,Fuzhou,Fujian,China,CN
1003450,Longyan,Fujian,China,CN
1003452,Nanping,Fujian,China,CN
1003453,Ningde,Fujian,China,CN
1003455,Putian,Fujian,China,CN
1003456,Quanzhou,Fujian,China,CN
1003457,Sanming,Fujian,China,CN
1003459,Xiamen,Fujian,China,CN
1003461,Zhangzhou,Fujian,China,CN
1003464,Ganzhou,Jiangxi,China,CN
1003466,Jingdezhen,Jiangxi,China,CN
1003467,Jiujiang,Jiangxi,China,CN
1003468,Fuzhou,Jiangxi,China,CN
1003469,Nanchang,Jiangxi,China,CN
1003470,Shangrao,Jiangxi,China,CN
1003471,Xinyu,Jiangxi,China,CN
1003472,Yichun,Jiangxi,China,CN
1003473,Yingtan,Jiangxi,China,CN
1003474,Changzhi,Shanxi,China,CN
1003475,Dezhou,Shandong,China,CN
1003476,Dongying,Shandong,China,CN
1003478,Heze,Shandong,China,CN
1003480,Jiaozhou,Shandong,China,CN
1003481,Jinan,Shandong,China,CN
1003482,Laiwu,Shandong,China,CN
1003484,Liaocheng,Shandong,China,CN
1003485,Linyi,Shandong,China,CN
1003487,Qingdao,Shandong,China,CN
1003488,Rizhao,Shandong,China,CN
1003489,Weifang,Shandong,China,CN
1003490,Weihai,Shandong,China,CN
1003491,Yantai,Shandong,China,CN
1003493,Zaozhuang,Shandong,China,CN
1003495,Zibo,Shandong,China,CN
1003496,Anyang,Henan,China,CN
1003497,Hebi,Henan,China,CN
1003499,Jiaozuo,Henan,China,CN
1003501,Kaifeng,Henan,China,CN
1003502,Luohe,Henan,China,CN
1003503,Luoyang,Henan,China,CN
1003504,Nanyang,Henan,China,CN
1003505,Pingdingshan,Henan,China,CN
1003506,Puyang,Henan,China,CN
1003507,Shangqiu,Henan,China,CN
1003508,Xinxiang,Henan,China,CN
1003509,Xinyang,Henan,China,CN
1003510,Xuchang,Henan,China,CN
1003511,Zhengzhou,Henan,China,CN
1003512,Zhoukou,Henan,China,CN
1003513,Zhumadian,Henan,China,CN
1003515,Baoding,Hebei,China,CN
1003517,Enshi,Hubei,China,CN
1003520,Huanggang,Hubei,China,CN
1003521,Huangshi,Hubei,China,CN
1003522,Jingmen,Hubei,China,CN
1003530,Shiyan,Hubei,China,CN
1003533,Wuhan,Hubei,China,CN
1003534,Xiangyang,Hubei,China,CN
1003535,Xianning,Hubei,China,CN
1003537,Xiaogan,Hubei,China,CN
1003538,Yichang,Hubei,China,CN
1003540,Changde,Hunan,China,CN
1003541,Changsha,Hunan,China,CN
1003542,Chenzhou,Hunan,China,CN
1003544,Hengyang,Hunan,China,CN
1003545,Huaihua,Hunan,China,CN
1003550,Loudi,Hunan,China,CN
1003551,Shaoyang,Hunan,China,CN
1003552,Xiangtan,Hunan,China,CN
1003553,Yiyang,Hunan,China,CN
1003554,Yueyang,Hunan,China,CN
1003555,Zhuzhou,Hunan,China,CN
1003556,Chaozhou,Guangdong,China,CN
1003557,Dongguan,Guangdong,China,CN
1003558,Foshan,Guangdong,China,CN
1003559,Guangzhou,Guangdong,China,CN
1003560,Heyuan,Guangdong,China,CN
1003562,Huizhou,Guangdong,China,CN
1003563,Jiangmen,Guangdong,China,CN
1003564,Jieyang,Guangdong,China,CN
1003565,Maoming,Guangdong,China,CN
1003567,Qingyuan,Guangdong,China,CN
1003568,Shantou,Guangdong,China,CN
1003569,Shanwei,Guangdong,China,CN
1003570,Shaoguan,Guangdong,China,CN
1003571,Shenzhen,Guangdong,China,CN
1003572,Shunde,Guangdong,China,CN
1003574,Yangjiang,Guangdong,China,CN
1003575,Yunfu,Guangdong,China,CN
1003576,Zhanjiang,Guangdong,China,CN
1003577,Zhaoqing,Guangdong,China,CN
1003578,Zhuhai,Guangdong,China,CN
1003580,Guilin,Guangxi,China,CN
1003581,Liuzhou,Guangxi,China,CN
1003582,Nanning,Guangxi,China,CN
1003583,Wuzhou,Guangxi,China,CN
1003585,Yulin,Guangxi,China,CN
1003587,Haikou,Hainan,China,CN
1003591,Chongqing,Chongqing,China,CN
1003592,Chengdu,Sichuan,China,CN
1003593,Deyang,Sichuan,China,CN
1003595,Leshan,Sichuan,China,CN
1003596,Luzhou,Sichuan,China,CN
1003598,Mianyang,Sichuan,China,CN
1003599,Nanchong,Sichuan,China,CN
1003600,Neijiang,Sichuan,China,CN
1003601,Panzhihua,Sichuan,China,CN
1003603,Zigong,Sichuan,China,CN
1003605,Guiyang,Guizhou,China,CN
1003606,Liupanshui,Guizhou,China,CN
1003607,Zunyi,Guizhou,China,CN
1003608,Chuxiong,Yunnan,China,CN
1003609,Dali,Yunnan,China,CN
1003610,Kunming,Yunnan,China,CN
1003614,Qujing,Yunnan,China,CN
1003615,Yuxi,Yunnan,China,CN
1003616,Lhasa,Tibet,China,CN
1003618,Baoji,Shaanxi,China,CN
1003619,Datong,Shanxi,China,CN
1003621,Weinan,Shaanxi,China,CN
1003622,Xi'an,Shaanxi,China,CN
1003623,Xianyang,Shaanxi,China,CN
1003624,Yan'an,Shaanxi,China,CN
1003627,Jiayuguan,Gansu,China,CN
1003628,Jiuquan,Gansu,China,CN
1003629,Lanzhou,Gansu,China,CN
1003630,Tianshui,Gansu,China,CN
1003631,Wuwei,Gansu,China,CN
1003633,Xining,Qinghai,China,CN
1003634,Guyuan,Ningxia,China,CN
1003636,Shizuishan,Ningxia,China,CN
1003637,Wuzhong,Ningxia,China,CN
1003638,Yinchuan,Ningxia,China,CN
1003639,Changji,Xinjiang,China,CN
1003641,Urumqi,Xinjiang,China,CN
1003648,Kinshasa,,Democratic Republic of the Congo,CD
1003652,Envigado,Antioquia,Colombia,CO
1003653,Itagui,Antioquia,Colombia,CO
1003654,Medellin,Antioquia,Colombia,CO
1003655,Barranquillita,Atlantico,Colombia,CO
1003656,Cartagenita,Bolivar,Colombia,CO
1003657,Manizales,Caldas,Colombia,CO
1003658,Tocancipa,Cundinamarca,Colombia,CO
1003659,Bogota,Bogota,Colombia,CO
1003660,Neiva,Huila,Colombia,CO
1003661,Santa Marta,Magdalena,Colombia,CO
1003662,Villavicencio,Meta,Colombia,CO
1003663,Pasto,Narino,Colombia,CO
1003664,San Francisco,Putumayo,Colombia,CO
1003665,Pereira,Risaralda,Colombia,CO
1003666,Bucaramanga,Santander,Colombia,CO
1003667,Buenaventura,Valle del Cauca,Colombia,CO
1003668,Cali,Valle del Cauca,Colombia,CO
1003669,Popayan,Cauca,Colombia,CO
1003670,Yumbo,Valle del Cauca,Colombia,CO
1003671,Moroni,Ngazidja,Comoros,KM
1003673,Alajuela,Alajuela Province,Costa Rica,CR
1003674,Cartago,Cartago Province,Costa Rica,CR
1003676,Liberia,Guanacaste Province,Costa Rica,CR
1003677,Limon,Limon Province,Costa Rica,CR
1003680,Punta Arenas,Puntarenas Province,Costa Rica,CR
1003682,San Isidro de El General,San Jose Province,Costa Rica,CR
1003683,San Jose,San Jose Province,Costa Rica,CR
1003685,Uruca,San Jose Province,Costa Rica,CR
1003697,George Town,,Cayman Islands,KY
1003698,Limassol,Limassol,Cyprus,CY
1003699,Nicosia,Nicosia,Cyprus,CY
1003700,Strovolos,Nicosia,Cyprus,CY
1003701,Larnaca,Larnaca,Cyprus,CY
1003703,Paphos,Paphos,Cyprus,CY
1003704,Ceske Budejovice,South Bohemian Region,Czechia,CZ
1003705,Cesky Krumlov,South Bohemian Region,Czechia,CZ
1003706,Jindrichuv Hradec,South Bohemian Region,Czechia,CZ
1003707,Milevsko,South Bohemian Region,Czechia,CZ
1003708,Pelhrimov,Vysocina Region,Czechia,CZ
1003709,Pisek,South Bohemian Region,Czechia,CZ
1003710,Pilsen,Plzen Region,Czechia,CZ
1003711,Prachatice,South Bohemian Region,Czechia,CZ
1003712,Sezimovo Usti,South Bohemian Region,Czechia,CZ
1003713,Strakonice,South Bohemian Region,Czechia,CZ
1003714,Tabor,South Bohemian Region,Czechia,CZ
1003715,Blansko,South Moravian Region,Czechia,CZ
1003716,Breclav,South Moravian Region,Czechia,CZ
1003717,Brno,South Moravian Region,Czechia,CZ
1003718,Bystrice pod Hostynem,Zlin Region,Czechia,CZ
1003719,Hodonin,South Moravian Region,Czechia,CZ
1003720,Holesov,Zlin Region,Czechia,CZ
1003721,Hustopece,South Moravian Region,Czechia,CZ
1003722,Ivancice,South Moravian Region,Czechia,CZ
1003723,Jihlava,Vysocina Region,Czechia,CZ
1003724,Konice,Olomouc Region,Czechia,CZ
1003725,Kromeriz,Zlin Region,Czechia,CZ
1003726,Kunovice,Zlin Region,Czechia,CZ
1003727,Kurim,South Moravian Region,Czechia,CZ
1003728,Kyjov,South Moravian Region,Czechia,CZ
1003729,Mikulov,South Moravian Region,Czechia,CZ
1003730,Moravske Budejovice,Vysocina Region,Czechia,CZ
1003731,Otrokovice,Zlin Region,Czechia,CZ
1003732,Polna,Vysocina Region,Czechia,CZ
1003733,Prostejov,Olomouc Region,Czechia,CZ
1003734,Rajec-Jestrebi,South Moravian Region,Czechia,CZ
1003735,Slavkov u Brna,South Moravian Region,Czechia,CZ
1003736,Stare Mesto,Zlin Region,Czechia,CZ
1003737,Trebic,Vysocina Region,Czechia,CZ
1003738,Trest,Vysocina Region,Czechia,CZ
1003739,Uherske Hradiste,Zlin Region,Czechia,CZ
1003740,Uhersky Brod,Zlin Region,Czechia,CZ
1003741,Velke Mezirici,Vysocina Region,Czechia,CZ
1003742,Vyskov,South Moravian Region,Czechia,CZ
1003743,Zdar nad Sazavou,Vysocina Region,Czechia,CZ
1003744,Zlin,Zlin Region,Czechia,CZ
1003745,Znojmo,South Moravian Region,Czechia,CZ
1003746,Ceska Kamenice,Usti nad Labem Region,Czechia,CZ
1003747,Ceska Lipa,Liberec Region,Czechia,CZ
1003748,Chomutov,Usti nad Labem Region,Czechia,CZ
1003749,Decin,Usti nad Labem Region,Czechia,CZ
1003750,Duchcov,Usti nad Labem Region,Czechia,CZ
1003752,Hranice,Olomouc Region,Czechia,CZ
1003753,Jablonec nad Nisou,Liberec Region,Czechia,CZ
1003754,Liberec,Liberec Region,Czechia,CZ
1003755,Litomerice,Usti nad Labem Region,Czechia,CZ
1003756,Louny,Usti nad Labem Region,Czechia,CZ
1003757,Lovosice,Usti nad Labem Region,Czechia,CZ
1003758,Most,Usti nad Labem Region,Czechia,CZ
1003760,Roudnice nad Labem,Usti nad Labem Region,Czechia,CZ
1003761,Roznov pod Radhostem,Zlin Region,Czechia,CZ
1003762,Rumburk,Usti nad Labem Region,Czechia,CZ
1003763,Steti,Usti nad Labem Region,Czechia,CZ
1003764,Sumperk,Olomouc Region,Czechia,CZ
1003765,Teplice,Usti nad Labem Region,Czechia,CZ
1003766,Usti nad Labem,Usti nad Labem Region,Czechia,CZ
1003767,Varnsdorf,Usti nad Labem Region,Czechia,CZ
1003768,Zatec,Usti nad Labem Region,Czechia,CZ
1003769,Bridlicna,Moravian-Silesian Region,Czechia,CZ
1003770,Cesky Tesin,Moravian-Silesian Region,Czechia,CZ
1003771,Frydek-Mistek,Moravian-Silesian Region,Czechia,CZ
1003772,Jesenik,Olomouc Region,Czechia,CZ
1003773,Karvina,Moravian-Silesian Region,Czechia,CZ
1003774,Koprivnice,Moravian-Silesian Region,Czechia,CZ
1003775,Krnov,Moravian-Silesian Region,Czechia,CZ
1003776,Mohelnice,Olomouc Region,Czechia,CZ
1003777,Novy Bohumin,Moravian-Silesian Region,Czechia,CZ
1003778,Novy Jicin,Moravian-Silesian Region,Czechia,CZ
1003779,Olomouc,Olomouc Region,Czechia,CZ
1003780,Opava,Moravian-Silesian Region,Czechia,CZ
1003781,Orlova,Moravian-Silesian Region,Czechia,CZ
1003782,Ostrava,Moravian-Silesian Region,Czechia,CZ
1003783,Prerov,Olomouc Region,Czechia,CZ
1003784,Trinec,Moravian-Silesian Region,Czechia,CZ
1003785,Valasske Mezirici,Zlin Region,Czechia,CZ
1003786,Vsetin,Zlin Region,Czechia,CZ
1003787,Benesov,Central Bohemian Region,Czechia,CZ
1003788,Beroun,Central Bohemian Region,Czechia,CZ
1003789,Brandys nad Labem-Stara Boleslav,Central Bohemian Region,Czechia,CZ
1003790,Caslav,Central Bohemian Region,Czechia,CZ
1003791,Celakovice,Central Bohemian Region,Czechia,CZ
1003792,Dublovice,Central Bohemian Region,Czechia,CZ
1003793,Horovice,Central Bohemian Region,Czechia,CZ
1003794,Kladno,Central Bohemian Region,Czechia,CZ
1003795,Kolin,Central Bohemian Region,Czechia,CZ
1003796,Kralupy nad Vltavou,Central Bohemian Region,Czechia,CZ
1003797,Kutna Hora,Central Bohemian Region,Czechia,CZ
1003798,Melnik,Central Bohemian Region,Czechia,CZ
1003799,Mlada Boleslav,Central Bohemian Region,Czechia,CZ
1003800,Mnichovice,Central Bohemian Region,Czechia,CZ
1003801,Nymburk,Central Bohemian Region,Czechia,CZ
1003802,Porici nad Sazavou,Central Bohemian Region,Czechia,CZ
1003803,Prague,Prague,Czechia,CZ
1003804,Pribram,Central Bohemian Region,Czechia,CZ
1003805,Rakovnik,Central Bohemian Region,Czechia,CZ
1003806,Roztoky,Central Bohemian Region,Czechia,CZ
1003808,Zruc nad Sazavou,Central Bohemian Region,Czechia,CZ
1003809,Broumov,Hradec Kralove Region,Czechia,CZ
1003810,Ceska Trebova,Pardubice Region,Czechia,CZ
1003811,Chotebor,Vysocina Region,Czechia,CZ
1003812,Chrudim,Pardubice Region,Czechia,CZ
1003813,Dobruska,Hradec Kralove Region,Czechia,CZ
1003814,Dvur Kralove nad Labem,Hradec Kralove Region,Czechia,CZ
1003815,Havlickuv Brod,Vysocina Region,Czechia,CZ
1003816,Hlinsko,Pardubice Region,Czechia,CZ
1003817,Hradec Kralove,Hradec Kralove Region,Czechia,CZ
1003818,Jaromer,Hradec Kralove Region,Czechia,CZ
1003819,Jicin,Hradec Kralove Region,Czechia,CZ
1003820,Lanskroun,Pardubice Region,Czechia,CZ
1003821,Litomysl,Pardubice Region,Czechia,CZ
1003822,Lomnice nad Popelkou,Liberec Region,Czechia,CZ
1003823,Nachod,Hradec Kralove Region,Czechia,CZ
1003824,Pardubice,Pardubice Region,Czechia,CZ
1003825,Policka,Pardubice Region,Czechia,CZ
1003826,Prelouc,Pardubice Region,Czechia,CZ
1003827,Rychnov nad Kneznou,Hradec Kralove Region,Czechia,CZ
1003828,Sadova,Hradec Kralove Region,Czechia,CZ
1003829,Semily,Liberec Region,Czechia,CZ
1003830,Stare Hradiste,Pardubice Region,Czechia,CZ
1003831,Svitavy,Pardubice Region,Czechia,CZ
1003832,Trutnov,Hradec Kralove Region,Czechia,CZ
1003833,Turnov,Liberec Region,Czechia,CZ
1003834,Usti nad Orlici,Pardubice Region,Czechia,CZ
1003835,Vrchlabi,Hradec Kralove Region,Czechia,CZ
1003836,Vysoke Myto,Pardubice Region,Czechia,CZ
1003837,Zamberk,Pardubice Region,Czechia,CZ
1003838,As,Karlovy Vary Region,Czechia,CZ
1003839,Cheb,Karlovy Vary Region,Czechia,CZ
1003840,Domazlice,Plzen Region,Czechia,CZ
1003841,Horazdovice,Plzen Region,Czechia,CZ
1003842,Karlovy Vary,Karlovy Vary Region,Czechia,CZ
1003843,Kdyne,Plzen Region,Czechia,CZ
1003844,Klatovy,Plzen Region,Czechia,CZ
1003845,Marianske Lazne,Karlovy Vary Region,Czechia,CZ
1003846,Nejdek,Karlovy Vary Region,Czechia,CZ
1003847,Ostrov,Karlovy Vary Region,Czechia,CZ
1003848,Rokycany,Plzen Region,Czechia,CZ
1003849,Rozvadov,Plzen Region,Czechia,CZ
1003850,Sokolov,Karlovy Vary Region,Czechia,CZ
1003851,Tachov,Plzen Region,Czechia,CZ
1003853,Adlershof,Berlin,Germany,DE
1003854,Berlin,Berlin,Germany,DE
1003855,Bad Belzig,Brandenburg,Germany,DE
1003856,Birkenwerder,Brandenburg,Germany,DE
1003857,Brandenburg,Brandenburg,Germany,DE
1003858,Bremerhaven,Bremen,Germany,DE
1003859,Cottbus,Brandenburg,Germany,DE
1003860,Dahlewitz,Brandenburg,Germany,DE
1003861,Eberswalde,Brandenburg,Germany,DE
1003862,Eisenhuttenstadt,Brandenburg,Germany,DE
1003863,Falkenhagen,Brandenburg,Germany,DE
1003864,Schorfheide,Brandenburg,Germany,DE
1003865,Finsterwalde,Brandenburg,Germany,DE
1003866,Frankfurt an der Oder,Brandenburg,Germany,DE
1003867,Furstenwalde,Brandenburg,Germany,DE
1003868,Golssen,Brandenburg,Germany,DE
1003869,Gross Glienicke,Brandenburg,Germany,DE
1003870,Blankenfelde-Mahlow,Brandenburg,Germany,DE
1003871,Grossbeeren,Brandenburg,Germany,DE
1003872,Herzberg,Brandenburg,Germany,DE
1003873,Karwe,Brandenburg,Germany,DE
1003874,Kleinmachnow,Brandenburg,Germany,DE
1003875,Kremmen,Brandenburg,Germany,DE
1003876,Lauchhammer,Brandenburg,Germany,DE
1003877,Lausitz,Brandenburg,Germany,DE
1003878,Lindenberg,Brandenburg,Germany,DE
1003879,Luckenwalde,Brandenburg,Germany,DE
1003880,Marwitz,Brandenburg,Germany,DE
1003881,Muhlenbecker Land,Brandenburg,Germany,DE
1003882,Neu Fahrland,Brandenburg,Germany,DE
1003883,Neuenhagen,Brandenburg,Germany,DE
1003884,Neuruppin,Brandenburg,Germany,DE
1003885,Oranienburg,Brandenburg,Germany,DE
1003886,Potsdam,Brandenburg,Germany,DE
1003887,Prenzlau,Brandenburg,Germany,DE
1003888,Schonefeld,Brandenburg,Germany,DE
1003889,Schwedt,Brandenburg,Germany,DE
1003890,Senftenberg,Brandenburg,Germany,DE
1003891,Stahnsdorf,Brandenburg,Germany,DE
1003892,Strausberg,Brandenburg,Germany,DE
1003893,Teltow,Brandenburg,Germany,DE
1003894,Waltersdorf,Brandenburg,Germany,DE
1003895,Wandlitz,Brandenburg,Germany,DE
1003896,Wittstock,Brandenburg,Germany,DE
1003897,Wunsdorf,Brandenburg,Germany,DE
1003898,Wusterhausen,Brandenburg,Germany,DE
1003899,Zeuthen,Brandenburg,Germany,DE
1003900,Aalen,Baden-Wurttemberg,Germany,DE
1003901,Achern,Baden-Wurttemberg,Germany,DE
1003902,Aichtal,Baden-Wurttemberg,Germany,DE
1003903,Aitrach,Baden-Wurttemberg,Germany,DE
1003904,Albstadt,Baden-Wurttemberg,Germany,DE
1003905,Altensteig,Baden-Wurttemberg,Germany,DE
1003906,Asperg,Baden-Wurttemberg,Germany,DE
1003907,Backnang,Baden-Wurttemberg,Germany,DE
1003908,Bad Liebenzell,Baden-Wurttemberg,Germany,DE
1003909,Bad Mergentheim,Baden-Wurttemberg,Germany,DE
1003910,Bad Waldsee,Baden-Wurttemberg,Germany,DE
1003911,Baden-Baden,Baden-Wurttemberg,Germany,DE
1003912,Balingen,Baden-Wurttemberg,Germany,DE
1003913,Besigheim,Baden-Wurttemberg,Germany,DE
1003914,Biberach,Baden-Wurttemberg,Germany,DE
1003915,Bietigheim,Baden-Wurttemberg,Germany,DE
1003916,Blaubeuren,Baden-Wurttemberg,Germany,DE
1003917,Blumberg,Baden-Wurttemberg,Germany,DE
1003918,Boblingen,Baden-Wurttemberg,Germany,DE
1003919,Boll,Baden-Wurttemberg,Germany,DE
1003920,Bonndorf,Baden-Wurttemberg,Germany,DE
1003921,Braunlingen,Baden-Wurttemberg,Germany,DE
1003922,Breisach,Baden-Wurttemberg,Germany,DE
1003923,Bretten,Baden-Wurttemberg,Germany,DE
1003924,Bruchsal,Baden-Wurttemberg,Germany,DE
1003925,Buchen,Baden-Wurttemberg,Germany,DE
1003926,Buhl,Baden-Wurttemberg,Germany,DE
1003927,Burladingen,Baden-Wurttemberg,Germany,DE
1003928,Calw,Baden-Wurttemberg,Germany,DE
1003929,Crailsheim,Baden-Wurttemberg,Germany,DE
1003930,Diessen,Baden-Wurttemberg,Germany,DE
1003931,Ditzingen,Baden-Wurttemberg,Germany,DE
1003932,Donzdorf,Baden-Wurttemberg,Germany,DE
1003933,Eberbach,Baden-Wurttemberg,Germany,DE
1003934,Ehingen,Baden-Wurttemberg,Germany,DE
1003935,Ehningen,Baden-Wurttemberg,Germany,DE
1003936,Ellwangen,Baden-Wurttemberg,Germany,DE
1003937,Eningen,Baden-Wurttemberg,Germany,DE
1003938,Esslingen,Baden-Wurttemberg,Germany,DE
1003939,Ettlingen,Baden-Wurttemberg,Germany,DE
1003940,Fellbach,Baden-Wurttemberg,Germany,DE
1003941,Filderstadt,Baden-Wurttemberg,Germany,DE
1003942,Freiberg,Baden-Wurttemberg,Germany,DE
1003943,Freiburg,Baden-Wurttemberg,Germany,DE
1003944,Freudenstadt,Baden-Wurttemberg,Germany,DE
1003945,Friedrichshafen,Baden-Wurttemberg,Germany,DE
1003946,Furtwangen,Baden-Wurttemberg,Germany,DE
1003947,Geislingen,Baden-Wurttemberg,Germany,DE
